Reading,Receive,Value,Unit,Data Quality
2025-04-19 10:59:57,2025-04-19 11:01:27,1.15,in,A
2025-04-19 10:50:20,2025-04-19 10:51:25,1.11,in,A
2025-04-19 10:44:40,2025-04-19 10:45:26,1.07,in,A
2025-04-19 10:30:09,2025-04-19 10:31:26,1.03,in,A
2025-04-19 10:20:36,2025-04-19 10:21:25,0.99,in,A
2025-04-19 01:13:16,2025-04-19 01:13:25,0.95,in,A
2025-04-18 21:34:31,2025-04-18 21:35:25,0.95,in,A
2025-04-18 14:50:35,2025-04-18 14:51:25,0.91,in,A
2025-04-18 13:16:11,2025-04-18 13:19:25,0.87,in,A
2025-04-18 13:13:16,2025-04-18 13:13:25,0.83,in,A
2025-04-18 12:44:51,2025-04-18 12:45:26,0.83,in,A
2025-04-18 01:13:16,2025-04-18 01:13:25,0.79,in,A
2025-04-17 13:13:16,2025-04-17 13:13:25,0.79,in,A
2025-04-17 01:13:16,2025-04-17 01:13:25,0.79,in,A
2025-04-16 13:13:17,2025-04-16 13:13:25,0.79,in,A
2025-04-16 01:13:17,2025-04-16 01:13:25,0.79,in,A
2025-04-15 13:13:16,2025-04-15 13:13:25,0.79,in,A
2025-04-15 01:13:16,2025-04-15 01:13:25,0.79,in,A
2025-04-14 13:13:17,2025-04-14 13:13:25,0.79,in,A
2025-04-14 01:13:16,2025-04-14 01:13:25,0.79,in,A
2025-04-13 13:13:16,2025-04-13 13:13:25,0.79,in,A
2025-04-13 01:13:16,2025-04-13 01:13:25,0.79,in,A
2025-04-12 13:13:17,2025-04-12 13:13:25,0.79,in,A
2025-04-12 01:13:16,2025-04-12 01:13:25,0.79,in,A
2025-04-11 13:13:30,2025-04-11 13:15:26,0.79,in,A
2025-04-11 01:13:16,2025-04-11 01:15:26,0.79,in,A
2025-04-10 13:13:16,2025-04-10 13:15:26,0.79,in,A
2025-04-10 01:13:17,2025-04-10 01:15:26,0.79,in,A
2025-04-09 13:13:16,2025-04-09 13:15:26,0.79,in,AN
2025-04-08 12:49:09,2025-04-08 12:49:25,0.79,in,A
2025-04-08 12:48:51,2025-04-08 12:49:25,0.75,in,A
2025-04-08 12:46:24,2025-04-08 12:47:25,0.71,in,AN
2025-04-05 11:31:37,2025-04-05 11:32:25,0.71,in,A
2025-04-05 11:16:05,2025-04-05 11:16:25,0.67,in,A
2025-04-04 10:51:37,2025-04-04 10:52:25,0.63,in,A
2025-04-04 10:26:33,2025-04-04 10:28:25,0.59,in,A
2025-04-04 09:28:03,2025-04-04 10:03:50,0.55,in,A
2025-04-04 08:48:03,2025-04-04 10:03:50,0.43,in,A
2025-04-04 08:48:02,2025-04-04 10:03:50,0.24,in,A
2025-04-04 08:48:01,2025-04-04 10:03:50,0.08,in,A
2025-04-04 01:00:16,2025-04-04 10:03:50,0.04,in,A
2025-04-03 18:54:50,2025-04-04 10:03:50,0.04,in,A
2025-04-03 13:00:17,2025-04-04 10:03:50,0.00,in,A
2025-04-03 01:00:16,2025-04-04 10:03:50,0.00,in,A
2025-04-02 13:00:16,2025-04-04 10:03:50,0.00,in,A
2025-04-02 01:00:16,2025-04-04 10:03:50,0.00,in,A
2025-04-01 13:00:16,2025-04-04 10:03:50,0.00,in,A
2025-04-01 01:00:17,2025-04-04 10:03:50,0.00,in,A
2025-01-01 00:00:00,2025-01-01 00:00:00,0.00,in,A
